"Instead of compromising a third-party [Server] or renting a [Virtual Private Server], adversaries may opt to configure and run their own servers in support of operations.",RESOURCE_DEVELOPMENT
"Adversaries may only need a lightweight setup if most of their activities will take place using online infrastructure.",RESOURCE_DEVELOPMENT
"Or, they may need to build extensive infrastructure if they want to test, communicate, and control other aspects of their activities on their own systems.",RESOURCE_DEVELOPMENT
"Adversaries may rent Virtual Private Servers (VPSs) that can be used during targeting.",RESOURCE_DEVELOPMENT
"There exist a variety of cloud service providers that will sell virtual machines/containers as a service.",RESOURCE_DEVELOPMENT
"By utilizing a VPS, adversaries can make it difficult to physically tie back operations to them.",RESOURCE_DEVELOPMENT
"The use of cloud infrastructure can also make it easier for adversaries to rapidly provision, modify, and shut down their infrastructure.",RESOURCE_DEVELOPMENT
"Acquiring a VPS for use in later stages of the adversary lifecycle, such as Command and Control, can allow adversaries to benefit from the ubiquity and trust associated with higher reputation cloud service providers.",RESOURCE_DEVELOPMENT
"Adversaries may also acquire infrastructure from VPS service providers that are known for renting VPSs with minimal registration information, allowing for more anonymous acquisitions of infrastructure.",RESOURCE_DEVELOPMENT
"Adversaries may register for web services that can be used during targeting.",RESOURCE_DEVELOPMENT
"A variety of popular websites exist for adversaries to register for a web-based service that can be abused during later stages of the adversary lifecycle, such as during Command and Control ([Web Service]) or [Exfiltration Over Web Service].",RESOURCE_DEVELOPMENT
"Using common services, such as those offered by Google or Twitter, makes it easier for adversaries to hide in expected noise.",RESOURCE_DEVELOPMENT
"By utilizing a web service, adversaries can make it difficult to physically tie back operations to them.",RESOURCE_DEVELOPMENT
"Adversaries may execute active reconnaissance scans to gather information that can be used during targeting.",RECONNAISSANCE
"Active scans are those where the adversary probes victim infrastructure via network traffic, as opposed to other forms of reconnaissance that do not involve direct interaction.",RECONNAISSANCE
"Adversaries may perform different forms of active scanning depending on what information they seek to gather.",RECONNAISSANCE
"These scans can also be performed in various ways, including using native features of network protocols such as ICMP.",RECONNAISSANCE
"Adversaries may scan victim IP blocks to gather information that can be used during targeting.",RECONNAISSANCE
"Public IP addresses may be allocated to organizations by block, or a range of sequential addresses.",RECONNAISSANCE
"Adversaries may scan IP blocks in order to [Gather Victim Network Information], such as which IP addresses are actively in use as well as more detailed information about hosts assigned these addresses.",RECONNAISSANCE
"Scans may range from simple pings (ICMP requests and responses) to more nuanced scans that may reveal host software/versions via server banners or other network artifacts.",RECONNAISSANCE
"Adversaries may scan victims for vulnerabilities that can be used during targeting.",RECONNAISSANCE
"Vulnerability scans typically check if the configuration of a target host/application (ex: software and version) potentially aligns with the target of a specific exploit the adversary may seek to use.",RECONNAISSANCE
"These scans may also include more broad attempts to [Gather Victim Host Information] that can be used to identify more commonly known, exploitable vulnerabilities.",RECONNAISSANCE
"Vulnerability scans typically harvest running software and version numbers via server banners, listening ports, or other network artifacts.",RECONNAISSANCE
"Adversaries may iteratively probe infrastructure using brute-forcing and crawling techniques.",RECONNAISSANCE
"While this technique employs similar methods to [Brute Force], its goal is the identification of content and infrastructure rather than the discovery of valid credentials.",RECONNAISSANCE
"Wordlists used in these scans may contain generic, commonly used names and file extensions or terms specific to a particular software.",RECONNAISSANCE
"Adversaries may also create custom, target-specific wordlists using data gathered from other Reconnaissance techniques (ex: [Gather Victim Org Information], or [Search Victim-Owned Websites]).",RECONNAISSANCE
"For example, adversaries may use web content discovery tools such as Dirb, DirBuster, and GoBuster and generic or custom wordlists to enumerate a website’s pages and directories.",RECONNAISSANCE
"to access valuable information that can be exfiltrated or used to escalate privileges and move laterally.",RECONNAISSANCE
"Adversaries may attempt to position themselves between two or more networked devices using an adversary-in-the-middle (AiTM) technique to support follow-on behaviors such as [Network Sniffing] or [Transmitted Data Manipulation].",COLLECTION,CREDENTIAL_ACCESS
"By abusing features of common networking protocols that can determine the flow of network traffic (e.",COLLECTION,CREDENTIAL_ACCESS
"ARP, DNS, LLMNR, etc.",COLLECTION,CREDENTIAL_ACCESS
"), adversaries may force a device to communicate through an adversary controlled system so they can collect information or perform additional actions.",COLLECTION,CREDENTIAL_ACCESS
"Adversaries may poison Address Resolution Protocol (ARP) caches to position themselves between the communication of two or more networked devices.",COLLECTION,CREDENTIAL_ACCESS
"This activity may be used to enable follow-on behaviors such as [Network Sniffing] or [Transmitted Data Manipulation].",COLLECTION,CREDENTIAL_ACCESS
"The ARP protocol is used to resolve IPv4 addresses to link layer addresses, such as a media access control (MAC) address.",COLLECTION,CREDENTIAL_ACCESS
"Adversaries may redirect network traffic to adversary-owned systems by spoofing Dynamic Host Configuration Protocol (DHCP) traffic and acting as a malicious DHCP server on the victim network.",COLLECTION,CREDENTIAL_ACCESS
"By achieving the adversary-in-the-middle (AiTM) position, adversaries may collect network communications, including passed credentials, especially those sent over insecure, unencrypted protocols.",COLLECTION,CREDENTIAL_ACCESS
"This may also enable follow-on behaviors such as [Network Sniffing] or [Transmitted Data Manipulation].",COLLECTION,CREDENTIAL_ACCESS
"DHCP is based on a client-server model and has two functionalities: a protocol for providing network configuration settings from a DHCP server to a client and a mechanism for allocating network addresses to clients.",COLLECTION,CREDENTIAL_ACCESS
"by generating many broadcast DISCOVER messages to exhaust a network’s DHCP allocation pool.",COLLECTION,CREDENTIAL_ACCESS
"By responding to LLMNR/NBT-NS network traffic, adversaries may spoof an authoritative source for name resolution to force communication with an adversary controlled system.",COLLECTION,CREDENTIAL_ACCESS
"This activity may be used to collect or relay authentication materials.",COLLECTION,CREDENTIAL_ACCESS
"Link-Local Multicast Name Resolution (LLMNR) and NetBIOS Name Service (NBT-NS) are Microsoft Windows components that serve as alternate methods of host identification.",COLLECTION,CREDENTIAL_ACCESS
"LLMNR is based upon the Domain Name System (DNS) format and allows hosts on the same local link to perform name resolution for other hosts.",COLLECTION,CREDENTIAL_ACCESS
"NBT-NS identifies systems on a local network by their NetBIOS name.",COLLECTION,CREDENTIAL_ACCESS
"Adversaries may communicate using application layer protocols to avoid detection/network filtering by blending in with existing traffic.",COMMAND_AND_CONTROL
"Commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server.",COMMAND_AND_CONTROL
"Adversaries may utilize many different protocols, including those used for web browsing, transferring files, electronic mail, or DNS.",COMMAND_AND_CONTROL
"For connections that occur internally within an enclave (such as those between a proxy or pivot node and other nodes), commonly used protocols are SMB, SSH, or RDP.",COMMAND_AND_CONTROL
"Adversaries may communicate using the Domain Name System (DNS) application layer protocol to avoid detection/network filtering by blending in with existing traffic.",COMMAND_AND_CONTROL
"Commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server.",COMMAND_AND_CONTROL
"The DNS protocol serves an administrative function in computer networking and thus may be very common in environments.",COMMAND_AND_CONTROL
"DNS traffic may also be allowed even before network authentication is completed.",COMMAND_AND_CONTROL
"DNS packets contain many fields and headers in which data can be concealed.",COMMAND_AND_CONTROL
"Often known as DNS tunneling, adversaries may abuse DNS to communicate with systems under their control within a victim network while also mimicking normal, expected traffic.",COMMAND_AND_CONTROL
"Adversaries may communicate using application layer protocols associated with transferring files to avoid detection/network filtering by blending in with existing traffic.",COMMAND_AND_CONTROL
"Commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server.",COMMAND_AND_CONTROL
"Protocols such as FTP, FTPS, and TFTP that transfer files may be very common in environments.",COMMAND_AND_CONTROL
"Packets produced from these protocols may have many fields and headers in which data can be concealed.",COMMAND_AND_CONTROL
"Data could also be concealed within the transferred files.",COMMAND_AND_CONTROL
"An adversary may abuse these protocols to communicate with systems under their control within a victim network while also mimicking normal, expected traffic.",COMMAND_AND_CONTROL
"Adversaries may communicate using application layer protocols associated with electronic mail delivery to avoid detection/network filtering by blending in with existing traffic.",COMMAND_AND_CONTROL
"Commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server.",COMMAND_AND_CONTROL
"Protocols such as SMTP/S, POP3/S, and IMAP that carry electronic mail may be very common in environments.",COMMAND_AND_CONTROL
"Packets produced from these protocols may have many fields and headers in which data can be concealed.",COMMAND_AND_CONTROL
"Data could also be concealed within the email messages themselves.",COMMAND_AND_CONTROL
"An adversary may abuse these protocols to communicate with systems under their control within a victim network while also mimicking normal, expected traffic.",COMMAND_AND_CONTROL
"Adversaries may communicate using application layer protocols associated with web traffic to avoid detection/network filtering by blending in with existing traffic.",COMMAND_AND_CONTROL
"Commands to the remote system, and often the results of those commands, will be embedded within the protocol traffic between the client and server.",COMMAND_AND_CONTROL
"Protocols such as HTTP and HTTPS that carry web traffic may be very common in environments.",COMMAND_AND_CONTROL
"HTTP/S packets have many fields and headers in which data can be concealed.",COMMAND_AND_CONTROL
"An adversary may abuse these protocols to communicate with systems under their control within a victim network while also mimicking normal, expected traffic.",COMMAND_AND_CONTROL
"Adversaries may attempt to get a listing of open application windows.",DISCOVERY
"Window listings could convey information about how the system is used or give context to information collected by a keylogger.",DISCOVERY
"An adversary may compress and/or encrypt data that is collected prior to exfiltration.",COLLECTION
"Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network.",COLLECTION
"Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.",COLLECTION
"Both compression and encryption are done prior to exfiltration, and can be performed using a utility, 3rd party library, or custom method.",COLLECTION
"An adversary may compress or encrypt data that is collected prior to exfiltration using a custom method.",COLLECTION
"Adversaries may choose to use custom archival methods, such as encryption with XOR or stream ciphers implemented with no external library or utility references.",COLLECTION
"Custom implementations of well-known compression algorithms have also been used.",COLLECTION
"An adversary may compress or encrypt data that is collected prior to exfiltration using 3rd party libraries.",COLLECTION
"Many libraries exist that can archive data, including [Python] rarfile.",COLLECTION
"Most libraries include functionality to encrypt and/or compress data.",COLLECTION
"Some archival libraries are preinstalled on systems, such as bzip2 on macOS and Linux, and zip on Windows.",COLLECTION
"Note that the libraries are different from the utilities.",COLLECTION
"The libraries can be linked against when compiling, while the utilities require spawning a subshell, or a similar execution mechanism.",COLLECTION
"Adversaries may use utilities to compress and/or encrypt collected data prior to exfiltration.",COLLECTION
"Many utilities include functionalities to compress, encrypt, or otherwise package data into a format that is easier/more secure to transport.",COLLECTION
"Adversaries may abuse various utilities to compress or encrypt data before exfiltration.",COLLECTION
"Some third party utilities may be preinstalled, such as tar on Linux and macOS or zip on Windows systems.",COLLECTION
"On Windows, diantz or  makecab may be used to package collected files into a cabinet (.",COLLECTION
"cab) file.",COLLECTION
"diantz may also be used to download and compress files from remote locations (i.",COLLECTION
"[Remote Data Staging]).",COLLECTION
"An adversary can leverage a computer's peripheral devices (e.",COLLECTION
", microphones and webcams) or applications (e.",COLLECTION
", voice and video call services) to capture audio recordings for the purpose of listening into sensitive conversations to gather information.",COLLECTION
"Malware or scripts may be used to interact with the devices through an available API provided by the operating system or an application to capture audio.",COLLECTION
"Audio files may be written to disk and exfiltrated later.",COLLECTION
"Once established within a system or network, an adversary may use automated techniques for collecting internal data.",COLLECTION
"Methods for performing this technique could include use of a [Command and Scripting Interpreter] to search for and copy information fitting set criteria such as file type, location, or name at specific time intervals.",COLLECTION
"In cloud-based environments, adversaries may also use cloud APIs, command line interfaces, or extract, transform, and load (ETL) services to automatically collect data.",COLLECTION
"This functionality could also be built into remote access tools.",COLLECTION
"This technique may incorporate use of other techniques such as [File and Directory Discovery] and [Lateral Tool Transfer] to identify and move files, as well as [Cloud Service Dashboard] and [Cloud Storage Object Discovery] to identify resources in cloud environments.",COLLECTION
"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.",EXFILTRATION
"When automated exfiltration is used, other exfiltration techniques likely apply as well to transfer the information out of the network, such as [Exfiltration Over C2 Channel] and [Exfiltration Over Alternative Protocol].",EXFILTRATION
"Adversaries may leverage traffic mirroring in order to automate data exfiltration over compromised network infrastructure.",EXFILTRATION
"Traffic mirroring is a native feature for some network devices and used for network analysis and may be configured to duplicate traffic and forward to one or more destinations for analysis by a network analyzer or other monitoring device.",EXFILTRATION
"depending on the goals and objectives of the adversary.",EXFILTRATION
"Adversaries may abuse BITS jobs to persistently execute or clean up after malicious payloads.",DEFENSE_EVASION,PERSISTENCE
"Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through [Component Object Model] (COM).",DEFENSE_EVASION,PERSISTENCE
"Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems.",PERSISTENCE,PRIVILEGE_ESCALATION
"Operating systems may have mechanisms for automatically running a program on system boot or account logon.",PERSISTENCE,PRIVILEGE_ESCALATION
"These mechanisms may include automatically executing programs that are placed in specially designated directories or are referenced by repositories that store configuration information, such as the Windows Registry.",PERSISTENCE,PRIVILEGE_ESCALATION
"An adversary may achieve the same goal by modifying or extending features of the kernel.",PERSISTENCE,PRIVILEGE_ESCALATION
"Since some boot or logon autostart programs run with higher privileges, an adversary may leverage these to elevate privileges.",PERSISTENCE,PRIVILEGE_ESCALATION
"Adversaries may achieve persistence by adding a Registry key to the Active Setup of the local machine.",PERSISTENCE,PRIVILEGE_ESCALATION
"Active Setup is a Windows mechanism that is used to execute programs when a user logs in.",PERSISTENCE,PRIVILEGE_ESCALATION
"The value stored in the Registry key will be executed after a user logs into the computer.",PERSISTENCE,PRIVILEGE_ESCALATION
"to make the Registry entries look as if they are associated with legitimate programs.",PERSISTENCE,PRIVILEGE_ESCALATION
"Adversaries may abuse authentication packages to execute DLLs when the system boots.",PERSISTENCE,PRIVILEGE_ESCALATION
"Windows authentication package DLLs are loaded by the Local Security Authority (LSA) process at system start.",PERSISTENCE,PRIVILEGE_ESCALATION
"They provide support for multiple logon processes and multiple security protocols to the operating system.",PERSISTENCE,PRIVILEGE_ESCALATION
"Adversaries can use the autostart mechanism provided by LSA authentication packages for persistence by placing a reference to a binary in the Windows Registry location HKLM\SYSTEM\CurrentControlSet\Control\Lsa\ with the key value of ""Authentication Packages""=&lt;target binary&gt;.",PERSISTENCE,PRIVILEGE_ESCALATION
"The binary will then be executed by the system when the authentication packages are loaded.",PERSISTENCE,PRIVILEGE_ESCALATION
"Adversaries may modify the kernel to automatically execute programs on system boot.",PERSISTENCE,PRIVILEGE_ESCALATION
"Loadable Kernel Modules (LKMs) are pieces of code that can be loaded and unloaded into the kernel upon demand.",PERSISTENCE,PRIVILEGE_ESCALATION
"They extend the functionality of the kernel without the need to reboot the system.",PERSISTENCE,PRIVILEGE_ESCALATION
"For example, one type of module is the device driver, which allows the kernel to access hardware connected to the system.",PERSISTENCE,PRIVILEGE_ESCALATION
"Adversaries may modify or add LSASS drivers to obtain persistence on compromised systems.",PERSISTENCE,PRIVILEGE_ESCALATION
"The Windows security subsystem is a set of components that manage and enforce the security policy for a computer or domain.",PERSISTENCE,PRIVILEGE_ESCALATION
"The Local Security Authority (LSA) is the main component responsible for local security policy and user authentication.",PERSISTENCE,PRIVILEGE_ESCALATION
"The LSA includes multiple dynamic link libraries (DLLs) associated with various other security functions, all of which run in the context of the LSA Subsystem Service (LSASS) lsass.",PERSISTENCE,PRIVILEGE_ESCALATION
"exe process.",PERSISTENCE,PRIVILEGE_ESCALATION
", an adversary can use LSA operations to continuously execute malicious payloads.",PERSISTENCE,PRIVILEGE_ESCALATION
"Adversaries may add login items to execute upon user login to gain persistence or escalate privileges.",PERSISTENCE,PRIVILEGE_ESCALATION
"Login items are applications, documents, folders, or server connections that are automatically launched when a user logs in.",PERSISTENCE,PRIVILEGE_ESCALATION
"Adversaries may use port monitors to run an adversary supplied DLL during system boot for persistence or privilege escalation.",PERSISTENCE,PRIVILEGE_ESCALATION
"A port monitor can be set through the AddMonitor API call to set a DLL to be loaded at startup.",PERSISTENCE,PRIVILEGE_ESCALATION
